sample,idu,tag,same_mirna,iso,value,tools,accuracy
sRNAbench_new.gtf,45WABgW1,D,Y,iso_snp_seed,TP,sRNAbench,TP
sRNAbench_new.gtf,bwJJ5WJL,D,Y,iso_snp_seed,TP,sRNAbench,TP
tagMir-all.gff,bwJJ5WJL,D,Y,iso_snp_seed,TP,isomiRSEA,TP
tagMir-all.gff,45WABgW1,D,Y,iso_snp_seed,TP,isomiRSEA,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzwQL1,D,hsa-let-7c-5p,iso_snp_seed,TN,miRge,CrossMap
synthetic_100_full_0327_isomiRs.gff,bwJJ5WJL,D,Y,iso_snp_seed,FN,miRge,FN
synthetic_100_full_0327_isomiRs.gff,45WABgW1,D,Y,iso_snp_seed,FN,miRge,FN
synthetic-mirbase-ready.gff,4WWABg5zL2,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,hJJ5WJ%g1,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,AwhRzwQL1,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,4WWABg5,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,4WWABgW1,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,4WWABg5Q1,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,4WWABg5@1,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,4WWABg5o,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,45WABgW1,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,4W3ABg5,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,hJJ5WJQ1,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,hJJ5WJL2,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,hJJ5WJ%,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,hJJ5WJ%@2,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,hJJ5WJ%L2,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,AwhRzwQ1,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,AwhRzwQ,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,AwhRzw%,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,AwhRzwL,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,AwhRzwL2,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,bwJJ5WJL,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJL2,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJL,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJQ1,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJQ,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJ%%,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJ%Q1,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJ%L2,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJ%Q,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,bhJJ5WJ%@2,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,4WWABg5%@1,D,Y,iso_5p,TP,bcbio,TP
synthetic-mirbase-ready.gff,AwhRzw,M,N,iso_5p,FN,bcbio,Miss
synthetic-mirbase-ready.gff,4WWABg5L2,M,N,iso_5p,FN,bcbio,Miss
synthetic-mirbase-ready.gff,AwhRzw%Q,M,N,iso_5p,FN,bcbio,Miss
synthetic-mirbase-ready.gff,AwhRzw@,M,N,iso_5p,FN,bcbio,Miss
sRNAbench_new.gtf,4WWABg5zL2,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,4WWABgW1,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,4WWABg5o,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,45WABgW1,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,4WWABg5@1,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,4W3ABg5,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,4WWABg5,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,hJJ5WJ%g1,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,hJJ5WJ%@2,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,hJJ5WJQ1,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,hJJ5WJL2,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,hJJ5WJ%,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,AwhRzwQ,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,AwhRzwL,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,AwhRzw,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,AwhRzwQL1,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,AwhRzwQ1,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,AwhRzwL2,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,AwhRzw@,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,bhJJ5WJL,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,bhJJ5WJ%@2,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,bhJJ5WJ%Q1,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,bhJJ5WJ%L2,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,bhJJ5WJL2,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,bhJJ5WJQ1,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,bwJJ5WJL,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,bhJJ5WJQ,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,4WWABg5Q1,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,hJJ5WJ%L2,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,AwhRzw%,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,AwhRzw%Q,D,Y,iso_5p,TP,sRNAbench,TP
sRNAbench_new.gtf,4WWABg5%@1,M,N,iso_5p,FN,sRNAbench,Miss
sRNAbench_new.gtf,bhJJ5WJ%Q,M,N,iso_5p,FN,sRNAbench,Miss
sRNAbench_new.gtf,4WWABg5L2,M,N,iso_5p,FN,sRNAbench,Miss
sRNAbench_new.gtf,bhJJ5WJ%%,M,N,iso_5p,FN,sRNAbench,Miss
tagMir-all.gff,bhJJ5WJ%Q,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJ%%,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJ%Q1,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,4WWABg5%@1,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJ%@2,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJ%L2,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,4WWABg5zL2,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJL,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJQ,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,bwJJ5WJL,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,4WWABg5o,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJQ1,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,4WWABg5@1,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,4WWABg5Q1,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,bhJJ5WJL2,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,4WWABg5,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,4W3ABg5,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,4WWABgW1,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,45WABgW1,D,Y,iso_5p,TP,isomiRSEA,TP
tagMir-all.gff,hJJ5WJQ1,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzw,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,hJJ5WJ%L2,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzwQ,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,hJJ5WJ%,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,hJJ5WJ%@2,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,4WWABg5L2,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzw%,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzw%Q,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,hJJ5WJ%g1,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,hJJ5WJL2,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzwQL1,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzw@,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzwL,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzwL2,M,N,iso_5p,FN,isomiRSEA,Miss
tagMir-all.gff,AwhRzwQ1,M,N,iso_5p,FN,isomiRSEA,Miss
synthetic_100_full_0327_isomiRs.gff,AwhRzwQ,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzwL,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzw,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,hJJ5WJ%g1,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzwQL1,D,hsa-let-7c-5p,iso_5p,TP,miRge,CrossMap
synthetic_100_full_0327_isomiRs.gff,bwJJ5WJL,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzw%,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4WWABg5zL2,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4WWABgW1,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4WWABg5o,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJL,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJ%@2,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,hJJ5WJ%@2,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJ%Q,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4WWABg5%@1,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,hJJ5WJ%L2,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJ%L2,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,45WABgW1,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJL2,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJQ1,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4WWABg5Q1,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,hJJ5WJ%,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzwQ1,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4WWABg5@1,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzwL2,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,hJJ5WJQ1,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,4W3ABg5,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzw@,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,AwhRzw%Q,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,hJJ5WJL2,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJQ,D,Y,iso_5p,TP,miRge,TP
synthetic_100_full_0327_isomiRs.gff,bhJJ5WJ%%,D,Y,iso_5p,TP,miRge,TP
